"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 27 14 24 11 100 5.26
"2" "kukd" 208 0 0 1 NA 88 15 88 14 100 2.36
"3" "kuku" 908 0 0 1 NA 398 28 398 27 100 2.28
"4" "pkd" 484 0 0 1 NA 190 26 190 14 100 2.55
"5" "pku" 995 0 0 1 NA 494 40 496 30 100 2.01
"6" "pp" 11218 0 0 1 NA 1764 53 1756 50 100 6.36
"7" "tdkd" 36 0.09 NA 0.92 NA 21 12 21 10 100 1.71
"8" "tdku" 27 0 0 1 NA 10 4 10 4 100 2.7
"9" "tdp" 620 0 0 1 NA 196 21 197 19 100 3.16
"10" "tdtd" 124 0 0 1 NA 38 18 34 14 100 3.26
"11" "tukd" 39 0.43 NA 0.62 NA 37 8 38 7 100 1.05
"12" "tuku" 0 1 NA 0.78 NA 0 1 0 0 100 NA
"13" "tup" 170 0 0 1 NA 134 13 132 13 100 1.27
"14" "tutd" 37 0.15 NA 0.87 NA 29 7 28 5 100 1.28
"15" "tutu" 1371 0 0 1 NA 767 40 770 39 100 1.79
