"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 58 19 55 17 100 3.69
"2" "kukd" 432 0 0 1 NA 233 24 232 23 100 1.85
"3" "kuku" 2049 0 0 1 NA 1200 57 1193 53 100 1.71
"4" "pkd" 963 0 0 1 NA 506 33 507 33 100 1.9
"5" "pku" 2240 0 0 1 NA 1506 99 1514 70 100 1.49
"6" "pp" 17671 0 0 1 NA 5270 110 5262 110 100 3.35
"7" "tdkd" 87 0.1 NA 0.91 NA 62 16 62 14 100 1.4
"8" "tdku" 72 0 0 1 NA 38 8 37 7 100 1.89
"9" "tdp" 1179 0 0 1 NA 667 36 666 36 100 1.77
"10" "tdtd" 229 0.1 NA 0.9 NA 179 40 178 36 100 1.28
"11" "tukd" 107 0.46 NA 0.56 NA 106 13 106 13 100 1.01
"12" "tuku" 1 0.67 NA 0.71 NA 1 2 1 1 100 1
"13" "tup" 566 0 0 1 NA 476 37 474 42 100 1.19
"14" "tutd" 120 0.57 NA 0.46 NA 124 18 126 19 100 0.97
"15" "tutu" 4171 0 0 1 NA 3010 113 3011 112 100 1.39
