"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
95 246 1300 513 1579 5548 44 29 688 136 88 469 111 3148 NA
33 181 1235 535 1532 5448 44 31 665 136 98 508 125 3036 7
46 252 1248 525 1604 5622 81 46 728 232 104 531 109 3180 1
40 253 1233 546 1724 5583 92 37 689 222 104 434 140 3268 NA
93 249 1156 515 1442 5684 56 32 671 157 108 492 106 3238 2
66 211 1442 549 1660 5531 76 29 666 235 129 565 125 3192 1
59 224 1133 503 1573 5435 65 53 675 164 101 555 93 3177 1
78 246 1217 514 1609 5542 57 38 686 159 107 522 112 3118 NA
53 261 1324 542 1567 5378 69 31 639 212 112 479 139 3104 NA
73 220 1213 499 1609 5444 83 39 687 166 113 489 101 3095 NA
43 219 1183 524 1521 5451 58 42 677 253 117 556 181 3188 NA
86 260 1264 595 1637 5603 51 27 727 127 109 514 146 3377 NA
80 258 1193 511 1488 5432 67 38 684 179 131 468 110 3200 NA
46 248 1246 545 1599 5499 38 39 627 224 106 522 136 3127 NA
38 226 1311 524 1679 5374 75 32 688 210 111 523 143 3046 1
60 234 1272 581 1658 5465 69 47 763 200 103 468 125 3139 4
40 248 1192 519 1529 5453 74 41 671 111 111 480 120 3197 1
88 227 1252 547 1646 5453 90 32 631 213 103 440 162 3331 4
63 249 1157 496 1560 5522 66 29 729 156 126 493 114 3086 NA
70 242 1220 561 1507 5499 56 30 657 133 120 454 111 3162 2
45 253 1201 607 1630 5193 70 43 728 295 99 535 118 3270 1
40 231 1348 448 1665 5491 76 21 650 229 88 517 125 3212 3
42 258 1286 556 1665 5709 69 30 651 206 108 486 103 3183 NA
33 255 1121 539 1473 5514 62 29 709 166 101 439 128 3105 5
59 257 1259 540 1618 5463 93 34 640 162 133 496 118 3132 1
34 252 1278 521 1649 5285 40 44 651 188 116 527 66 2925 1
41 272 1214 489 1554 5203 52 49 738 193 90 490 99 3211 2
74 229 1266 512 1553 5544 58 35 725 207 127 487 101 3310 NA
80 244 1285 511 1563 5455 86 36 695 237 137 479 131 3068 NA
62 209 1290 496 1550 5539 94 41 730 158 137 486 148 3340 2
73 286 1233 575 1623 5369 81 42 718 155 116 452 137 3049 NA
50 247 1223 495 1507 5637 75 36 732 202 95 497 129 3152 NA
48 251 1249 581 1550 5415 48 34 738 152 119 579 120 3401 NA
17 207 1346 486 1667 5439 64 33 702 182 103 471 121 3214 1
94 256 1199 505 1528 5394 60 32 737 173 115 518 146 3211 3
60 255 1341 490 1608 5481 67 53 660 177 96 537 121 3114 2
72 260 1306 536 1599 5440 62 37 675 228 138 556 166 3286 3
83 273 1308 533 1610 5541 77 48 707 180 117 487 117 3334 NA
128 287 1274 569 1626 5509 38 46 698 166 112 436 101 3237 NA
