"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 59 19 58 18 100 3.63
"2" "kukd" 438 0 0 1 NA 243 25 246 24 100 1.8
"3" "kuku" 2103 0 0 1 NA 1244 61 1242 59 100 1.69
"4" "pkd" 981 0 0 1 NA 524 31 523 30 100 1.87
"5" "pku" 2297 0 0 1 NA 1574 70 1569 72 100 1.46
"6" "pp" 18008 0 0 1 NA 5475 122 5471 113 100 3.29
"7" "tdkd" 88 0.11 NA 0.9 NA 65 16 62 18 100 1.35
"8" "tdku" 76 0 0 1 NA 40 9 39 9 100 1.9
"9" "tdp" 1205 0 0 1 NA 695 33 695 36 100 1.73
"10" "tdtd" 231 0.1 NA 0.9 NA 179 43 172 46 100 1.29
"11" "tukd" 111 0.47 NA 0.58 NA 110 13 108 12 100 1.01
"12" "tuku" 1 0.64 NA 0.67 NA 1 2 1 1 100 1
"13" "tup" 583 0 0 1 NA 498 35 493 36 100 1.17
"14" "tutd" 123 0.51 NA 0.49 NA 125 21 125 19 100 0.98
"15" "tutu" 4391 0 0 1 NA 3159 109 3160 92 100 1.39
