"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 44 17 40 19 100 4.23
"2" "kukd" 329 0 0 1 NA 159 23 159 16 100 2.07
"3" "kuku" 1477 0 0 1 NA 787 47 786 44 100 1.88
"4" "pkd" 762 0 0 1 NA 349 23 348 19 100 2.18
"5" "pku" 1598 0 0 1 NA 981 62 980 73 100 1.63
"6" "pp" 14731 0 0 1 NA 3401 92 3410 86 100 4.33
"7" "tdkd" 73 0.02 NA 0.98 NA 44 14 44 13 100 1.66
"8" "tdku" 51 0 0 1 NA 25 7 25 6 100 2.04
"9" "tdp" 920 0 0 1 NA 426 35 427 30 100 2.16
"10" "tdtd" 170 0.04 NA 0.96 NA 104 31 100 29 100 1.63
"11" "tukd" 71 0.36 NA 0.67 NA 67 11 66 9 100 1.06
"12" "tuku" 1 0.48 NA 0.75 NA 1 1 0 0 100 1
"13" "tup" 345 0.01 NA 0.99 NA 282 28 280 23 100 1.22
"14" "tutd" 67 0.71 NA 0.35 NA 71 11 72 10 100 0.94
"15" "tutu" 2593 0 0 1 NA 1705 65 1708 60 100 1.52
