"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 44 0 0 1 NA 11 4 10 5 100 4
"2" "kukd" 19 0.01 NA 1 NA 13 3 13 3 100 1.46
"3" "kuku" 15 0.13 NA 0.96 NA 13 1 13 1 100 1.15
"4" "pkd" 153 0 0 1 NA 100 14 101 9 100 1.53
"5" "pku" 28 0.1 NA 0.94 NA 23 6 25 3 100 1.22
"6" "pp" 660 0 0 1 NA 439 10 440 9 100 1.5
"7" "tdkd" 14 0.22 NA 0.84 NA 10 4 10 4 100 1.4
"8" "tdku" 10 0.03 NA 0.97 NA 6 3 6 3 100 1.67
"9" "tdp" 206 0 0 1 NA 165 13 166 12 100 1.25
"10" "tdtd" 24 0.18 NA 0.9 NA 18 6 17 6 100 1.33
"11" "tukd" 5 0.61 NA 0.69 NA 5 2 5 1 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 15 0.45 NA 0.88 NA 13 3 14 1 100 1.15
"14" "tutd" 5 0.85 NA 0.25 NA 8 2 8 3 100 0.62
"15" "tutu" 9 0.66 NA 1 NA 9 1 9 0 100 1
