"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 24 59 245 118 285 1121 8 3 92 9 20 NA 75 19 420
"2" 22 67 228 126 281 1076 18 2 128 30 18 NA 85 24 457
"3" 23 59 232 137 249 1090 4 2 114 6 21 NA 89 14 475
"4" 17 65 220 111 282 1089 9 5 167 47 20 NA 67 15 397
"5" 15 73 270 127 336 1103 11 3 94 21 21 NA 82 14 493
"6" 8 52 240 109 316 1045 1 1 118 9 17 NA 74 9 414
"7" 15 54 218 110 306 1050 6 9 142 23 15 NA 83 24 453
"8" 3 48 212 118 306 995 15 7 115 31 23 NA 89 21 457
"9" 18 39 244 140 265 1099 9 4 120 7 21 1 82 18 420
"10" 4 58 259 135 346 1077 11 6 113 1 19 NA 93 25 452
"11" 8 38 217 101 306 1127 26 3 111 14 18 1 71 10 368
"12" 30 74 251 105 269 1027 8 12 107 41 26 NA 81 15 503
"13" 5 51 219 99 269 1100 6 5 121 29 24 NA 83 15 450
"14" 41 70 278 135 294 1081 11 7 115 30 11 NA 71 12 432
"15" 10 41 213 123 267 1191 5 3 121 26 29 NA 90 11 434
"16" 17 48 232 122 319 1050 17 12 117 10 13 NA 68 33 490
"17" 23 73 228 136 265 1091 6 8 90 37 29 NA 105 19 429
"18" 4 54 284 124 311 1057 11 5 103 18 29 NA 67 16 460
"19" 17 49 218 103 323 1144 7 3 87 24 20 NA 70 9 451
"20" 26 59 247 158 307 1107 24 7 114 4 16 NA 94 14 519
"21" 6 45 241 95 266 1036 2 2 104 13 22 NA 83 9 455
"22" 25 45 213 120 280 1133 6 12 123 10 20 NA 81 19 418
"23" 17 98 225 106 300 1067 8 1 103 16 15 NA 81 14 431
"24" 27 58 219 97 318 1111 7 12 100 18 28 NA 76 22 453
"25" 15 59 272 126 331 1037 3 1 118 7 15 NA 73 18 446
"26" 11 49 211 116 264 1057 9 9 102 13 25 1 83 15 486
"27" 12 68 208 133 285 1038 11 7 108 24 14 1 78 20 458
"28" 30 82 282 134 293 1036 5 12 116 8 23 NA 85 21 459
"29" 11 62 249 114 283 1079 17 7 100 27 20 NA 76 17 461
"30" 1 51 234 120 150 1079 1 10 123 18 19 2 94 18 480
"31" 19 53 256 130 339 1096 11 7 140 19 27 1 51 7 517
"32" 4 45 266 112 335 1066 7 7 121 10 20 NA 94 16 445
"33" 19 75 277 115 322 1080 20 6 97 10 14 NA 76 18 504
"34" 36 71 256 107 273 1134 7 2 110 21 29 NA 48 22 463
"35" 1 37 213 122 286 1088 15 3 126 26 20 1 79 17 538
"36" 18 53 235 94 303 1062 8 5 133 44 19 NA 74 15 422
"37" 53 63 273 125 326 1129 13 5 109 22 6 NA 79 16 440
"38" 1 60 243 139 314 1029 6 2 104 13 31 NA 72 21 454
"39" 22 77 252 141 357 1211 15 5 129 12 16 NA 86 16 468
"40" 27 53 259 107 324 1087 4 6 137 22 29 1 65 20 494
"41" 25 62 245 96 303 1156 5 1 116 6 19 NA 70 18 455
"42" 6 57 246 106 339 1182 7 12 96 29 19 1 87 9 448
"43" 12 58 270 118 264 1048 12 7 112 21 25 NA 75 17 439
"44" 10 52 223 107 288 1079 12 5 119 10 22 NA 75 20 480
"45" 2 55 241 135 288 1149 5 7 122 9 24 NA 90 24 456
"46" 34 67 251 134 320 1170 5 9 107 6 24 NA 86 16 409
"47" 17 53 234 99 352 1191 8 9 114 21 13 NA 81 10 460
"48" 37 58 225 118 244 1115 10 4 96 34 22 NA 37 17 459
"49" 5 39 253 107 250 1168 8 7 124 27 24 NA 64 10 414
"50" 30 43 221 112 284 1093 11 3 127 14 25 NA 76 20 429
"51" 13 55 258 123 295 1109 11 3 109 6 28 NA 95 19 464
"52" 8 56 272 122 326 1075 5 3 115 3 15 NA 76 22 466
"53" 9 69 234 152 333 1096 28 6 92 4 35 NA 83 4 511
"54" 9 67 270 124 300 1033 15 9 112 6 28 NA 76 15 455
"55" 9 43 210 111 279 1137 4 7 106 58 15 NA 77 14 449
"56" 33 57 256 130 317 1167 6 4 98 27 22 NA 89 14 450
"57" 17 67 242 134 335 1112 15 7 119 31 28 2 95 24 456
"58" 15 47 232 127 281 1080 5 11 124 13 16 NA 83 12 457
"59" 7 39 232 86 292 1060 20 5 111 24 31 1 93 11 454
"60" 30 23 217 108 305 1062 18 7 99 9 27 1 84 24 504
"61" 25 72 236 114 320 1165 2 2 111 26 23 NA 93 10 466
"62" 17 45 196 107 280 1111 11 6 138 5 19 NA 83 21 450
"63" 20 50 282 104 322 1157 12 8 113 22 20 2 94 15 432
"64" 4 64 242 124 324 1082 10 8 86 18 12 NA 90 16 491
"65" 20 43 196 122 289 1116 13 5 131 39 15 NA 75 17 450
"66" 21 62 259 120 283 1105 10 3 100 13 29 NA 68 13 481
"67" 31 68 252 115 316 1086 30 9 108 13 13 NA 71 18 464
"68" 14 50 229 154 342 1165 7 10 126 132 23 NA 71 22 451
"69" 19 60 266 122 330 1080 17 4 123 16 24 NA 90 17 475
"70" 23 61 237 128 303 1140 6 5 90 16 25 NA 102 18 426
"71" 17 52 235 111 297 1088 7 8 115 21 13 NA 91 7 501
"72" 7 59 246 124 326 1139 3 4 109 12 33 NA 72 18 519
"73" 24 61 235 99 292 1098 15 12 169 13 14 NA 71 19 455
"74" 25 56 236 102 285 1090 9 6 102 51 25 5 79 18 465
"75" 31 61 214 92 295 1209 8 6 129 2 14 NA 91 19 479
"76" 23 62 284 95 295 1033 10 4 103 26 16 NA 77 16 486
"77" 17 49 244 138 299 1080 18 8 114 20 23 1 64 13 464
"78" 16 42 185 105 303 1090 9 10 100 10 22 NA 40 24 455
"79" 35 53 250 111 302 1133 5 3 122 16 25 NA 96 8 440
"80" 26 78 210 126 309 1086 6 12 113 23 23 NA 83 19 442
"81" 16 60 227 127 287 1158 2 9 102 35 25 NA 73 11 449
"82" 18 57 237 117 316 1201 2 5 111 13 19 NA 79 27 487
"83" 20 56 246 107 288 1066 5 8 115 23 17 NA 87 23 491
"84" 26 36 254 106 153 1155 9 4 101 35 27 NA 72 11 503
"85" 26 52 281 114 352 1096 13 5 89 10 22 NA 86 19 519
"86" 20 49 238 125 292 1105 6 4 131 2 18 NA 96 17 465
"87" 14 65 266 141 328 1124 6 11 91 45 18 NA 78 18 419
"88" 12 48 244 118 324 1093 6 5 91 42 19 NA 91 9 463
"89" 30 58 249 119 259 1086 7 11 117 25 24 2 73 11 475
"90" 7 90 305 122 342 1086 22 4 147 22 14 1 94 15 433
"91" 13 51 251 107 323 1115 2 5 88 35 18 NA 82 22 398
"92" 20 45 222 103 291 1042 NA 8 122 14 21 NA 87 24 429
"93" 11 42 271 113 324 1192 21 2 106 4 21 NA 74 15 501
"94" 19 68 273 130 346 1260 15 7 108 18 22 NA 37 19 452
"95" 16 53 215 120 249 1117 12 3 110 26 19 NA 77 15 468
"96" 12 64 248 130 323 1120 20 3 113 15 9 NA 93 18 470
"97" 14 52 242 87 311 1019 9 7 128 43 36 NA 80 12 452
"98" 12 58 229 126 362 1081 17 5 110 4 15 NA 72 15 479
"99" 10 48 259 107 344 1035 62 5 134 9 18 NA 73 20 424
"100" 22 48 258 115 313 1099 9 12 142 9 21 NA 81 22 527
"101" 29 57 286 115 329 1031 15 4 119 9 34 NA 86 19 431
"102" 25 54 242 128 307 1124 12 9 138 17 15 NA 48 11 470
"103" 9 51 252 115 302 1095 3 8 136 11 37 1 88 21 464
"104" 11 32 210 140 281 1142 25 8 125 9 14 NA 59 14 444
"105" 23 69 260 116 290 1122 8 7 112 20 19 NA 86 15 418
"106" 24 64 223 150 297 1144 13 7 114 19 7 NA 90 11 460
"107" 31 51 233 116 248 1092 14 7 106 12 10 NA 69 14 447
"108" 30 54 252 130 274 1068 7 3 101 36 25 NA 110 8 445
"109" 22 53 203 121 284 1186 5 8 139 34 30 NA 78 13 410
"110" 22 65 250 113 283 1118 46 7 115 16 13 1 94 20 465
"111" 16 66 237 119 297 1040 3 9 133 2 23 NA 71 28 478
"112" 9 62 202 124 309 1123 8 3 116 2 13 NA 80 8 501
"113" 20 61 276 132 318 1083 4 8 125 43 20 NA 40 16 492
"114" 12 45 273 99 353 1119 9 3 104 11 20 NA 71 25 435
"115" 5 38 244 136 271 1170 14 9 108 39 20 NA 41 10 465
"116" 9 47 233 102 314 1156 14 3 133 30 24 NA 126 26 482
"117" 29 68 239 106 252 1142 6 7 122 7 21 NA 80 23 467
"118" 54 41 257 103 294 1066 6 3 129 19 22 1 53 13 423
"119" 6 55 227 136 279 1074 24 7 110 20 29 NA 81 14 431
"120" 23 48 202 124 286 1128 20 13 140 10 24 NA 75 26 449
"121" 31 61 227 120 299 1155 15 7 94 6 19 NA 77 15 460
"122" 45 60 232 118 276 1063 23 5 132 5 7 NA 89 6 474
"123" 25 62 263 114 329 1091 11 9 147 15 23 1 85 12 484
"124" 11 56 262 98 302 1084 2 5 109 25 18 NA 76 13 421
"125" 23 63 254 116 290 1092 8 8 132 63 20 NA 91 11 507
"126" 12 56 283 140 318 1068 11 5 114 29 22 NA 89 15 505
"127" 12 33 260 98 273 1101 14 4 134 18 19 NA 87 19 511
"128" 18 40 274 117 342 1119 1 2 110 13 21 NA 89 9 447
"129" 13 52 219 104 301 1079 31 6 113 2 13 NA 79 11 409
"130" 26 84 236 129 331 1164 2 9 105 5 24 NA 77 12 462
"131" 18 54 222 111 305 1153 31 7 110 7 15 NA 83 11 478
"132" 12 65 259 113 311 983 11 8 109 13 26 NA 68 19 466
"133" 26 52 236 140 313 1108 6 5 87 7 18 NA 77 22 477
"134" 24 65 211 115 264 1058 6 2 124 15 19 NA 77 12 498
"135" 28 84 271 129 309 1079 9 3 113 6 17 1 112 10 471
"136" 22 61 240 122 281 1132 5 5 108 29 24 NA 53 22 449
"137" 22 63 254 114 282 1137 9 2 151 78 13 NA 85 17 396
"138" 29 71 235 111 291 1079 2 6 101 15 30 NA 86 13 421
"139" 14 69 277 139 320 1150 2 6 115 19 19 NA 65 17 452
"140" 10 56 226 117 328 1146 13 11 95 27 25 1 70 17 508
"141" 21 56 260 133 291 1072 7 2 120 35 24 NA 75 20 480
"142" 6 62 212 113 286 1048 12 2 123 21 18 NA 66 9 436
"143" 18 58 234 118 308 1069 14 4 125 73 15 NA 83 17 464
"144" 12 51 241 131 321 1136 17 5 107 3 22 1 59 19 423
"145" 18 72 218 111 299 1136 18 8 109 10 26 NA 80 7 474
"146" 17 62 273 122 320 1101 5 3 100 43 10 NA 92 19 456
"147" 12 50 223 98 278 1102 12 5 118 23 12 NA 84 13 451
"148" 17 47 254 117 328 1138 8 6 133 15 33 NA 74 5 393
"149" 21 41 223 110 274 1084 10 4 103 43 18 NA 93 22 472
"150" 56 76 249 115 320 1134 6 13 130 15 28 NA 79 8 463
"151" 12 48 258 107 303 1079 5 9 114 73 29 NA 89 18 443
"152" 32 53 258 126 328 1119 14 7 111 29 20 NA 83 15 454
"153" 19 61 222 108 367 1135 9 6 124 27 9 NA 77 18 541
"154" 4 23 238 126 296 1027 8 3 110 5 28 NA 71 22 473
"155" 11 46 232 128 277 1184 15 8 87 7 14 1 71 16 417
"156" 21 86 249 148 317 1176 23 11 132 11 26 NA 107 17 440
"157" 7 47 244 107 292 1101 10 5 112 65 20 NA 75 18 444
"158" 14 45 269 105 353 1182 6 8 85 10 9 NA 67 18 445
"159" 21 52 274 80 310 1069 10 5 105 15 20 NA 89 16 448
"160" 34 70 250 123 353 1074 15 15 123 14 23 NA 88 10 457
"161" 14 61 225 129 313 1116 14 10 119 14 27 NA 64 20 520
"162" 19 74 244 121 289 1141 12 5 130 NA 11 NA 81 20 472
"163" 25 40 246 110 306 1105 5 7 116 27 14 NA 74 18 451
"164" 28 55 247 142 282 1079 8 9 123 11 17 2 89 13 439
"165" 19 64 262 113 318 1080 14 4 118 2 17 NA 88 22 497
"166" 24 73 238 125 306 1045 1 1 105 15 20 NA 84 13 499
"167" 18 58 226 115 295 1115 15 7 103 20 27 NA 86 16 426
"168" 27 62 265 148 314 1099 8 6 133 26 29 NA 96 16 511
"169" 27 59 254 140 298 1093 7 4 121 42 30 1 79 21 409
"170" 14 42 209 105 285 1056 15 8 121 7 26 1 78 14 427
"171" 3 59 254 130 282 1088 3 5 132 21 13 NA 73 14 446
"172" 35 51 253 110 337 1080 28 2 115 18 19 NA 86 20 495
"173" 3 55 262 91 301 1068 16 14 101 16 26 NA 89 20 501
"174" 15 63 224 149 291 1094 14 2 89 7 22 1 93 12 406
"175" 36 65 252 119 318 1076 31 9 134 33 23 NA 65 15 395
"176" 18 46 225 113 300 1064 8 7 99 20 15 NA 88 13 427
"177" 23 64 251 137 338 1088 13 7 117 11 13 NA 82 25 409
"178" 15 47 234 106 278 1045 7 5 112 77 26 1 95 10 492
"179" 20 50 221 105 321 1105 11 5 98 9 19 1 89 8 437
"180" 21 67 256 115 309 1077 5 3 92 17 20 NA 69 15 466
"181" 12 55 235 118 325 1154 7 5 114 8 18 NA 83 19 422
"182" 11 42 228 90 290 1155 9 2 111 22 33 NA 65 12 460
"183" 20 68 234 130 284 1054 7 7 117 12 8 3 78 17 455
"184" 28 70 255 130 312 1105 18 9 115 9 25 NA 81 9 445
"185" 11 57 241 117 265 1062 4 1 105 8 20 NA 64 9 473
"186" 19 48 235 110 323 1138 18 6 104 21 33 NA 44 22 425
"187" 32 54 228 128 256 1033 5 1 109 19 18 NA 73 22 445
"188" 5 60 245 97 282 1071 18 NA 93 4 17 NA 84 4 428
"189" 35 51 213 123 299 1177 20 3 112 40 10 NA 74 22 452
"190" 13 34 214 102 296 1087 12 4 89 23 20 NA 85 12 514
"191" 62 79 240 150 343 1105 16 7 106 17 24 NA 63 17 438
"192" 9 55 272 150 319 1111 29 12 107 4 21 NA 42 20 447
"193" 9 65 222 110 334 1073 21 5 112 31 27 NA 82 20 427
"194" 10 46 256 103 320 1108 11 5 107 28 33 NA 74 20 500
"195" 13 42 245 114 316 1130 13 2 108 18 20 NA 57 8 411
"196" 21 51 232 106 276 1084 3 5 101 6 9 NA 84 14 474
"197" 32 43 220 115 319 1069 14 7 97 20 27 NA 86 21 473
"198" 25 59 276 145 293 1196 6 4 108 20 24 NA 90 11 431
"199" 17 58 242 130 281 1081 19 3 122 45 21 NA 71 22 496
"200" 2 53 255 124 293 1087 7 10 127 9 10 NA 84 26 515
"201" 28 61 260 107 259 1045 1 2 116 1 7 NA 93 15 530
"202" 5 59 233 122 284 1037 19 7 112 12 11 NA 78 8 474
"203" 13 58 253 110 322 1109 9 5 98 14 19 1 75 13 511
"204" 13 59 262 119 287 1139 18 9 124 3 17 NA 93 17 434
"205" 15 91 288 130 311 1073 11 6 143 35 12 NA 71 16 488
"206" 19 51 260 111 305 1055 7 3 108 35 27 NA 73 24 461
"207" 21 41 222 91 310 1098 15 5 125 12 23 1 87 4 440
"208" 16 72 241 126 273 1166 17 8 141 35 16 NA 86 23 499
"209" 18 52 255 117 317 1171 7 3 113 24 21 NA 78 26 457
"210" 22 56 276 106 321 1078 10 4 92 24 27 1 83 17 455
"211" 27 52 252 130 327 1088 5 3 89 23 25 NA 67 12 455
"212" 8 42 223 60 316 1158 9 3 96 21 20 NA 80 13 492
"213" 26 70 257 144 306 1108 23 5 91 14 27 1 76 11 470
"214" 19 48 250 124 306 1109 24 3 104 10 18 NA 90 16 441
"215" 43 52 256 130 322 1113 17 5 101 26 10 NA 70 17 410
"216" 10 55 221 115 291 1072 4 11 114 11 19 NA 108 9 494
"217" 15 45 250 143 309 1126 6 6 107 17 9 NA 94 21 500
"218" 11 64 258 106 305 1112 14 8 101 9 17 NA 88 17 480
"219" 25 61 275 99 277 1108 13 15 123 2 23 NA 80 18 476
"220" 33 65 259 116 347 1113 4 7 104 21 33 1 85 26 479
"221" 18 71 274 122 350 1161 3 6 115 22 33 NA 86 11 437
"222" 48 76 270 148 252 1097 15 13 104 48 24 NA 92 23 455
"223" 10 56 270 114 272 1099 2 1 138 11 10 NA 80 15 434
"224" 17 55 280 107 295 1065 4 3 114 7 28 NA 83 4 473
"225" 18 74 264 102 340 1157 10 8 148 7 9 NA 97 15 406
"226" 9 32 256 126 324 1193 6 3 111 50 25 NA 83 16 437
"227" 21 64 248 115 291 1113 26 3 126 6 15 NA 97 21 474
"228" 32 59 243 132 270 1100 24 10 91 5 16 NA 91 6 497
"229" 8 54 223 90 321 1225 16 10 123 90 21 NA 76 13 514
"230" 21 69 301 117 285 1135 25 11 100 30 20 NA 81 17 515
"231" 50 75 246 64 296 1100 18 9 124 20 20 NA 64 14 482
"232" 10 63 255 112 294 1104 7 9 102 13 25 NA 45 13 431
"233" 13 45 233 93 273 1137 11 5 144 19 27 1 96 19 477
"234" 7 69 264 140 322 1208 10 2 122 25 21 1 99 14 405
"235" 5 64 208 108 278 1078 15 10 106 21 18 NA 85 8 432
"236" 11 53 210 108 286 1047 9 9 110 37 21 NA 68 22 427
"237" 13 56 244 112 290 1113 3 7 102 6 21 NA 77 14 481
"238" 21 63 267 102 292 1064 9 9 105 23 18 NA 75 20 512
"239" 14 57 233 80 302 1091 26 9 134 18 19 NA 68 21 455
"240" 16 38 250 110 354 1150 30 10 111 9 34 NA 86 22 453
"241" 13 55 245 131 308 1196 15 8 132 15 19 1 95 18 438
"242" 17 57 251 101 372 1114 5 3 106 13 17 1 65 20 444
"243" 33 74 235 154 308 1198 2 9 108 74 24 NA 85 11 459
"244" 33 64 256 118 282 1093 21 4 102 2 21 1 87 5 403
"245" 5 42 221 116 275 1050 4 7 135 20 24 NA 69 11 460
"246" 14 47 247 116 283 1164 9 6 104 16 22 NA 70 13 447
"247" 15 53 207 127 317 1115 15 7 95 18 21 NA 70 15 457
"248" 13 57 228 121 312 1175 17 6 119 23 21 NA 70 13 484
"249" 22 76 239 128 304 1125 10 3 137 34 13 NA 74 7 461
"250" 25 56 261 148 289 1110 20 17 119 24 19 NA 71 28 457
"251" 22 48 235 92 292 1120 8 9 132 25 25 NA 61 20 464
"252" 11 49 227 127 270 1070 30 6 114 10 19 1 107 18 437
"253" 6 48 236 103 302 1075 1 1 124 3 23 NA 75 20 443
"254" 28 61 274 123 316 1178 11 3 95 38 18 1 105 13 470
"255" 7 53 216 122 271 1125 8 7 116 41 17 1 98 25 465
"256" 13 66 266 127 292 1042 6 5 96 11 24 NA 89 18 435
"257" 10 61 231 128 268 1109 13 8 114 62 20 2 89 14 468
"258" 5 36 236 105 313 1131 17 7 113 14 24 NA 66 10 416
"259" 11 31 233 119 317 1145 2 10 116 22 11 NA 47 19 474
"260" 16 54 226 82 348 1153 2 7 111 8 31 NA 85 11 444
"261" 34 49 256 123 345 1101 3 1 98 8 19 NA 73 11 469
"262" 9 59 263 122 295 1169 2 9 103 30 19 NA 86 26 490
"263" 6 31 214 138 135 1080 8 10 105 34 21 NA 94 15 480
"264" 20 61 270 122 288 1112 7 8 118 28 15 1 100 18 425
"265" 36 76 261 137 291 1095 5 1 112 54 11 NA 75 9 466
"266" 16 52 250 102 338 1047 14 9 106 19 33 NA 69 19 479
"267" 10 67 253 112 298 1161 27 12 110 25 25 NA 86 20 488
"268" 10 53 240 133 313 1095 13 9 106 12 32 1 73 14 443
"269" 16 40 249 133 308 1117 3 7 138 1 23 NA 77 12 451
"270" 17 60 224 86 305 1098 14 7 113 22 28 1 96 11 464
"271" 9 25 220 132 329 1045 21 10 106 25 9 NA 71 21 439
"272" 10 52 249 110 292 1156 10 3 104 23 17 1 78 18 447
"273" 24 58 213 110 276 1060 6 6 125 48 17 NA 85 24 498
"274" 12 44 240 122 277 1108 17 3 109 11 28 NA 61 18 475
"275" 9 37 213 121 310 1163 12 14 117 17 14 NA 117 25 463
"276" 23 58 271 124 316 1108 5 9 114 33 22 1 89 12 458
"277" 3 45 269 92 293 1123 43 6 125 10 20 NA 77 19 451
"278" 11 52 269 114 315 1110 22 7 111 14 17 NA 67 18 429
"279" 20 43 192 112 317 1088 2 7 125 10 21 NA 65 18 487
"280" 17 73 203 126 232 1062 12 7 111 37 20 NA 83 9 485
"281" 17 59 299 120 330 1103 11 2 95 12 27 NA 76 14 443
"282" 5 54 269 109 317 1084 14 4 126 16 28 1 73 10 452
"283" 12 49 229 126 305 1076 16 8 111 4 19 1 90 23 449
"284" 15 66 256 115 355 1104 6 3 92 15 19 NA 72 19 457
"285" 28 39 240 124 297 1120 4 5 112 14 16 2 66 17 414
"286" 32 71 240 106 305 1091 18 1 115 14 23 NA 83 15 441
"287" 4 56 215 137 295 1092 10 6 125 11 25 NA 87 14 474
"288" 11 51 269 104 339 1114 6 5 105 10 15 NA 87 27 456
"289" 19 59 259 119 316 1131 5 12 105 16 39 NA 68 7 410
"290" 10 54 267 97 308 1095 12 6 116 3 19 1 67 16 438
"291" 18 48 223 93 262 1072 20 5 91 5 34 NA 94 13 476
"292" 40 66 281 132 279 1125 5 10 114 25 23 NA 98 11 461
"293" 10 51 260 122 318 1099 26 5 120 9 12 NA 88 13 457
"294" 9 67 269 140 346 1156 7 5 106 21 29 1 79 13 395
"295" 14 45 255 107 281 1096 11 5 120 31 17 NA 94 26 449
"296" 26 62 269 95 325 1118 17 8 129 5 27 1 86 19 529
"297" 14 58 215 118 267 1066 9 11 136 6 23 NA 82 21 482
"298" 19 63 276 117 345 1109 17 5 98 23 34 NA 72 14 462
"299" 27 67 274 151 337 1088 6 8 147 3 25 1 87 13 444
"300" 21 48 253 101 267 1053 16 10 107 2 20 NA 70 15 410
"301" 18 50 214 119 321 1146 6 9 103 15 21 NA 104 21 470
"302" 13 43 228 108 282 1131 17 10 106 18 14 NA 79 11 501
"303" 23 74 227 120 313 1142 13 7 121 21 18 NA 98 15 495
"304" 16 53 226 156 263 1151 17 2 122 20 21 NA 76 12 492
"305" 13 58 259 109 291 1105 12 5 88 11 23 NA 87 13 454
"306" 24 42 246 115 323 1136 11 6 111 NA 23 1 81 21 469
"307" 17 54 217 124 271 1159 19 6 132 6 19 NA 35 11 490
"308" 27 62 220 123 299 1074 14 5 136 4 17 NA 93 12 453
