"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 19 11 17 10 2000 7.16
"2" "kukd" 159 0 0 1 NA 55 12 55 12 2000 2.89
"3" "kuku" 677 0 0 1 NA 243 21 243 21 2000 2.79
"4" "pkd" 345 0 0 1 NA 118 16 118 14 2000 2.92
"5" "pku" 742 0 0 1 NA 300 31 302 27 2000 2.47
"6" "pp" 9190 0 0 1 NA 1103 42 1101 42 2000 8.33
"7" "tdkd" 27 0.0525 NA 0.9525 NA 12 8 10 7 2000 2.25
"8" "tdku" 23 0 0 1 NA 6 3 6 3 2000 3.83
"9" "tdp" 538 0 0 1 NA 115 14 114 13 2000 4.68
"10" "tdtd" 100 0.003 NA 0.997 NA 22 17 18 13 2000 4.55
"11" "tukd" 23 0.3745 NA 0.686 NA 21 6 20 6 2000 1.1
"12" "tuku" 0 1 NA 0.801 NA 0 1 0 0 2000 NA
"13" "tup" 107 0.0145 NA 0.989 NA 79 13 80 12 2000 1.35
"14" "tutd" 22 0.1555 NA 0.8865 NA 16 5 16 6 2000 1.38
"15" "tutu" 915 0 0 1 NA 458 30 457 30 2000 2
