"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
25 203 1073 425 1529 4702 33 39 533 47 105 539 139 3073 NA
36 224 1122 437 1506 4669 14 37 510 43 103 535 141 3115 1
14 192 1121 421 1575 4859 38 30 529 45 98 480 120 2965 1
17 182 1237 400 1548 4660 32 48 552 50 114 482 116 2978 1
26 205 1208 391 1673 4781 37 37 511 53 107 521 130 2878 1
22 192 1146 363 1479 4565 29 44 517 51 94 491 125 3049 NA
28 197 1199 415 1784 4830 41 44 507 44 48 521 137 3067 1
21 190 1028 438 1423 4910 31 36 539 54 96 435 117 3152 NA
18 181 1177 387 1464 4744 23 15 529 45 97 480 141 3039 1
24 201 1141 388 1544 4808 46 38 531 41 100 485 123 3061 2
30 106 1150 404 1513 4728 27 27 549 52 136 456 121 2900 3
25 194 1217 413 1746 4903 32 30 578 40 90 491 129 3177 2
23 213 1208 392 1595 4811 35 41 526 40 123 441 148 3079 NA
30 208 1152 396 1521 4828 29 30 514 47 58 495 132 3004 NA
34 187 1131 420 1640 4822 25 40 556 42 124 541 108 3018 2
26 189 1130 410 1462 4693 22 37 537 36 97 447 106 3042 1
21 182 1136 362 1556 4598 40 31 511 48 110 448 121 3135 NA
22 201 1065 424 1577 4646 40 22 520 53 104 536 121 3026 2
27 216 1136 386 1441 4661 33 21 519 53 115 475 144 3051 1
27 195 1109 404 1556 4825 34 23 525 63 100 445 129 2958 1
27 215 1112 373 1431 4629 36 26 528 62 95 519 150 3088 3
27 199 1206 435 1599 4791 36 39 530 47 102 478 121 3110 3
24 210 1102 445 1512 4811 29 24 524 47 88 497 115 2939 1
23 251 1102 416 1433 4811 36 37 496 50 96 469 104 2896 2
18 210 1127 442 1538 4873 40 22 583 47 101 470 121 3000 1
29 225 1125 441 1599 4759 36 30 536 57 100 476 104 3047 1
27 202 1151 410 1510 4886 34 21 531 44 128 475 154 2933 3
22 160 1148 386 1506 4868 42 31 516 38 105 464 102 3077 NA
18 186 1076 195 1531 4779 29 35 518 41 93 482 105 3178 1
26 218 1141 382 1389 4689 34 33 536 35 105 512 131 3111 NA
24 186 1040 350 1528 4719 31 31 495 51 89 482 117 3020 3
17 169 1238 382 1405 4650 37 44 532 44 128 496 103 2967 3
23 210 1012 428 1635 4799 29 44 505 49 111 485 96 3009 4
22 188 1072 417 1386 4574 34 30 533 43 120 499 141 3300 NA
20 209 1190 396 1643 4947 32 30 519 49 79 497 134 2846 5
21 221 1107 431 1549 4701 29 24 523 47 93 489 140 2960 5
25 211 1155 424 1478 4873 29 37 528 57 100 459 116 2963 NA
30 218 1190 409 1577 4859 32 32 506 48 116 502 133 3094 3
23 183 1059 391 1493 4859 23 36 507 40 115 504 129 2899 NA
25 185 1114 410 1474 4719 38 65 538 44 84 481 110 2906 1
24 180 1077 395 1462 4824 30 36 507 51 97 474 104 2951 NA
25 228 1149 434 1657 4713 37 33 502 49 91 464 154 3143 NA
24 194 1182 372 1494 4786 59 39 538 52 100 458 149 3141 1
15 193 1096 392 1510 4716 28 43 527 59 106 514 159 3020 NA
21 212 1224 403 1569 4677 38 21 548 47 101 511 116 2808 1
18 210 1157 405 1593 4620 37 46 487 46 107 544 146 2959 NA
24 190 1133 406 1574 4890 19 30 545 53 98 449 120 3043 1
25 206 1044 390 1355 4586 26 32 491 49 116 428 130 3055 3
16 205 1257 396 1659 4732 29 23 534 59 96 572 103 2996 1
20 204 1054 389 1448 4711 41 33 516 45 86 488 139 2870 2
