"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0 0 1 NA 12 6 12 6 100 3
"2" "kukd" 95 0 0 1 NA 44 11 44 11 100 2.16
"3" "kuku" 324 0 0 1 NA 137 17 136 16 100 2.36
"4" "pkd" 175 0 0 1 NA 56 10 57 9 100 3.12
"5" "pku" 266 0 0 1 NA 97 17 98 13 100 2.74
"6" "pp" 1883 0 0 1 NA 299 25 299 28 100 6.3
"7" "tdkd" 33 0 0 1 NA 10 4 9 4 100 3.3
"8" "tdku" 15 0 0 1 NA 5 3 5 3 100 3
"9" "tdp" 101 0 0 1 NA 49 9 49 9 100 2.06
"10" "tdtd" 38 0.01 NA 0.99 NA 18 7 17 6 100 2.11
"11" "tukd" 23 0.0600000000000001 NA 0.96 NA 15 5 15 5 100 1.53
"12" "tuku" 0 1 NA 0.78 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 43 11 44 9 100 2.42
"14" "tutd" 15 0.27 NA 0.8 NA 11 5 11 6 100 1.36
"15" "tutu" 236 0 0 1 NA 166 17 167 16 100 1.42
