"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 10 8 8 7 100 10.9
"2" "kukd" 78 0 0 1 NA 22 7 21 6 100 3.55
"3" "kuku" 296 0 0 1 NA 83 11 84 12 100 3.57
"4" "pkd" 177 0 0 1 NA 44 8 45 7 100 4.02
"5" "pku" 320 0 0 1 NA 100 15 100 13 100 3.2
"6" "pp" 5271 0 0 1 NA 372 25 370 24 100 14.17
"7" "tdkd" 7 0.08 NA 0.93 NA 3 3 2 1 100 2.33
"8" "tdku" 7 0.01 NA 1 NA 2 1 1 1 100 3.5
"9" "tdp" 262 0 0 1 NA 31 7 31 7 100 8.45
"10" "tdtd" 86 0 0 1 NA 6 7 3 4 100 14.33
"11" "tukd" 5 0.78 NA 0.31 NA 7 3 8 4 100 0.71
"12" "tuku" 0 1 NA 0.93 NA 0 0 0 0 100 NA
"13" "tup" 40 0.01 NA 0.99 NA 25 7 26 6 100 1.6
"14" "tutd" 6 0.28 NA 0.85 NA 4 2 4 3 100 1.5
"15" "tutu" 349 0 0 1 NA 149 13 148 13 100 2.34
