"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 48 4 11 3 NA NA
"ku" "kd" 214 1 16 6 NA NA
"ku" "ku" 1246 12 16 13 NA NA
"p" "kd" 438 3 23 14 NA NA
"p" "ku" 1499 4 9 17 1 1
"p" "p" 5330 2 15 152 5 1
"td" "kd" 22 NA 4 1 4 NA
"td" "ku" 9 NA NA 1 1 NA
"td" "p" 642 NA 1 5 25 1
"td" "td" 132 NA NA 19 9 NA
"tu" "kd" 113 NA 1 3 NA NA
"tu" "p" 533 NA NA 4 NA 1
"tu" "td" 103 NA NA NA NA 9
"tu" "tu" 3350 NA NA 8 NA 2
"kd" "kd" 43 24 14 NA NA NA
"ku" "kd" 215 7 17 4 1 NA
"ku" "ku" 1164 17 10 10 2 1
"p" "kd" 487 2 24 20 NA NA
"p" "ku" 1485 5 5 12 3 1
"p" "p" 5247 2 14 123 1 2
"td" "kd" 52 NA 4 NA 3 NA
"td" "ku" 26 NA NA NA 3 NA
"td" "p" 687 NA 1 1 17 NA
"td" "td" 263 NA NA 1 8 1
"tu" "kd" 95 NA 5 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 546 NA NA 3 NA 1
"tu" "td" 116 NA NA 1 NA 7
"tu" "tu" 3210 1 1 7 1 2
"kd" "kd" 43 2 17 NA NA NA
"ku" "kd" 194 1 11 1 2 NA
"ku" "ku" 1218 10 9 9 NA 2
"p" "kd" 233 7 15 14 NA NA
"p" "ku" 1498 3 5 20 NA 1
"p" "p" 5265 9 8 121 1 2
"td" "kd" 51 NA NA NA 1 NA
"td" "ku" 15 NA NA NA 1 NA
"td" "p" 584 NA NA 3 26 NA
"td" "td" 105 NA NA NA 1 3
"tu" "kd" 111 NA 2 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 533 NA NA 6 NA NA
"tu" "td" 102 NA NA NA NA 12
"tu" "tu" 3099 2 NA 10 4 3
"kd" "kd" 46 5 28 6 NA NA
"ku" "kd" 174 5 20 7 NA NA
"ku" "ku" 1230 9 14 14 5 4
"p" "kd" 464 8 16 15 NA NA
"p" "ku" 1584 8 1 12 2 NA
"p" "p" 5367 5 2 139 1 2
"td" "kd" 33 NA 1 9 3 NA
"td" "ku" 35 NA NA NA 3 NA
"td" "p" 621 NA 1 18 24 1
"td" "td" 237 NA NA NA 7 NA
"tu" "kd" 93 1 1 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 483 NA NA 3 NA NA
"tu" "td" 126 NA NA NA NA 6
"tu" "tu" 3215 NA NA 10 1 2
"kd" "kd" 47 23 15 NA NA NA
"ku" "kd" 199 7 28 7 NA NA
"ku" "ku" 1243 18 9 11 2 NA
"p" "kd" 478 7 21 20 NA NA
"p" "ku" 1493 3 5 12 NA NA
"p" "p" 5390 5 9 167 2 NA
"td" "kd" 102 NA 6 6 NA NA
"td" "ku" 37 NA NA NA NA NA
"td" "p" 633 NA 1 3 16 NA
"td" "td" 140 NA NA NA 11 4
"tu" "kd" 103 NA 2 1 NA NA
"tu" "p" 441 NA 2 6 NA NA
"tu" "td" 108 NA NA NA NA 5
"tu" "tu" 2971 NA NA 4 3 5
"kd" "kd" 31 5 13 1 NA NA
"ku" "kd" 198 4 17 3 NA NA
"ku" "ku" 1265 9 6 11 1 4
"p" "kd" 496 3 11 10 NA NA
"p" "ku" 1551 5 9 6 NA NA
"p" "p" 5296 5 6 111 NA 1
"td" "kd" 48 NA 4 NA 1 NA
"td" "ku" 38 NA 1 NA 1 NA
"td" "p" 619 NA 1 18 22 NA
"td" "td" 136 NA NA 1 3 3
"tu" "kd" 119 NA 6 1 NA NA
"tu" "p" 511 1 1 3 NA NA
"tu" "td" 94 NA NA NA NA 5
"tu" "tu" 3014 NA 3 5 1 NA
"kd" "kd" 29 13 6 NA NA NA
"ku" "kd" 204 3 24 15 NA NA
"ku" "ku" 1237 13 11 19 1 NA
"p" "kd" 488 2 26 35 NA NA
"p" "ku" 1466 1 3 22 NA 2
"p" "p" 5232 4 9 125 2 3
"td" "kd" 51 NA NA 2 NA NA
"td" "ku" 50 NA 1 NA 2 NA
"td" "p" 630 NA NA 13 21 1
"td" "td" 140 NA NA NA 4 1
"tu" "kd" 93 NA 1 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 575 NA NA 6 1 NA
"tu" "td" 142 NA NA 1 NA 8
"tu" "tu" 3362 NA NA 7 3 3
"kd" "kd" 30 9 4 NA NA NA
"ku" "kd" 214 1 18 6 NA NA
"ku" "ku" 1261 13 12 16 NA 2
"p" "kd" 465 2 23 11 2 NA
"p" "ku" 1605 9 2 9 NA NA
"p" "p" 5609 7 10 113 3 1
"td" "kd" 94 NA 2 NA 5 NA
"td" "ku" 31 NA NA NA NA NA
"td" "p" 663 NA 1 1 30 NA
"td" "td" 214 NA NA 8 8 1
"tu" "kd" 95 NA 4 2 NA NA
"tu" "p" 496 NA NA 4 NA 1
"tu" "td" 152 NA NA NA NA 8
"tu" "tu" 3135 1 NA 12 4 6
"kd" "kd" 29 15 36 NA NA NA
"ku" "kd" 187 6 35 7 NA NA
"ku" "ku" 1119 11 19 14 2 2
"p" "kd" 490 14 22 15 NA NA
"p" "ku" 1482 8 7 8 1 5
"p" "p" 5440 1 12 110 2 2
"td" "kd" 52 NA 4 NA 4 NA
"td" "ku" 44 NA NA NA 1 NA
"td" "p" 682 NA 2 6 32 NA
"td" "td" 120 NA NA NA 1 13
"tu" "kd" 98 NA 4 2 NA NA
"tu" "p" 444 1 NA 5 1 1
"tu" "td" 140 NA NA NA NA 6
"tu" "tu" 3004 NA 1 12 1 4
"kd" "kd" 48 8 16 NA NA NA
"ku" "kd" 224 6 30 3 1 NA
"ku" "ku" 1200 7 23 10 1 2
"p" "kd" 457 8 32 18 NA NA
"p" "ku" 1479 11 6 10 1 1
"p" "p" 5224 1 10 128 2 3
"td" "kd" 60 NA 1 NA 2 NA
"td" "ku" 27 NA NA NA 2 NA
"td" "p" 685 NA 1 NA 19 NA
"td" "td" 79 NA NA NA 1 14
"tu" "kd" 120 NA NA NA NA NA
"tu" "p" 472 NA NA 7 NA NA
"tu" "td" 119 NA NA NA NA 3
"tu" "tu" 3223 NA NA 8 2 3
"kd" "kd" 32 21 1 11 NA NA
"ku" "kd" 241 8 15 4 NA NA
"ku" "ku" 1171 20 12 10 1 1
"p" "kd" 488 3 18 15 NA NA
"p" "ku" 1591 5 2 16 2 1
"p" "p" 5330 2 6 93 2 4
"td" "kd" 95 NA 1 NA 1 NA
"td" "ku" 46 NA 1 NA 2 NA
"td" "p" 652 NA NA NA 18 NA
"td" "td" 121 NA NA NA 4 1
"tu" "kd" 104 1 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 468 NA NA 2 NA 2
"tu" "td" 106 NA NA NA NA 5
"tu" "tu" 3202 NA 1 8 1 2
"kd" "kd" 48 NA 1 1 NA NA
"ku" "kd" 233 1 11 5 1 NA
"ku" "ku" 1223 15 12 16 1 1
"p" "kd" 484 NA 12 10 NA NA
"p" "ku" 1519 3 5 23 1 NA
"p" "p" 5284 5 3 141 3 2
"td" "kd" 70 NA 1 NA 1 NA
"td" "ku" 47 NA NA 1 1 NA
"td" "p" 655 NA 1 11 32 1
"td" "td" 109 NA NA NA 6 NA
