"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 13 10 11 9 100 10.38
"2" "kukd" 126 0 0 1 NA 38 10 38 7 100 3.32
"3" "kuku" 489 0 0 1 NA 164 16 162 16 100 2.98
"4" "pkd" 291 0 0 1 NA 83 14 82 13 100 3.51
"5" "pku" 530 0 0 1 NA 198 31 204 23 100 2.68
"6" "pp" 7762 0 0 1 NA 750 32 750 29 100 10.35
"7" "tdkd" 11 0.22 NA 0.82 NA 8 7 6 6 100 1.38
"8" "tdku" 13 0 0 1 NA 3 2 3 2 100 4.33
"9" "tdp" 450 0 0 1 NA 71 12 70 10 100 6.34
"10" "tdtd" 98 0.01 NA 0.99 NA 13 14 8 7 100 7.54
"11" "tukd" 15 0.5 NA 0.56 NA 14 6 14 5 100 1.07
"12" "tuku" 0 1 NA 0.88 NA 0 0 0 0 100 NA
"13" "tup" 75 0 0 1 NA 52 10 53 8 100 1.44
"14" "tutd" 13 0.28 NA 0.81 NA 10 4 9 4 100 1.3
"15" "tutu" 636 0 0 1 NA 299 24 300 24 100 2.13
