"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 65 21 63 24 100 3.29
"2" "kukd" 438 0 0 1 NA 245 26 246 31 100 1.79
"3" "kuku" 2103 0 0 1 NA 1255 63 1256 59 100 1.68
"4" "pkd" 981 0 0 1 NA 525 32 526 31 100 1.87
"5" "pku" 2297 0 0 1 NA 1579 106 1589 79 100 1.45
"6" "pp" 18008 0 0 1 NA 5483 119 5488 106 100 3.28
"7" "tdkd" 88 0.11 NA 0.89 NA 64 17 64 16 100 1.38
"8" "tdku" 76 0 0 1 NA 41 10 39 9 100 1.85
"9" "tdp" 1205 0 0 1 NA 692 41 694 47 100 1.74
"10" "tdtd" 231 0.2 NA 0.81 NA 184 44 178 43 100 1.26
"11" "tukd" 111 0.54 NA 0.49 NA 111 19 112 15 100 1
"12" "tuku" 1 0.62 NA 0.69 NA 1 1 1 1 100 1
"13" "tup" 583 0.02 NA 0.98 NA 499 46 501 39 100 1.17
"14" "tutd" 123 0.54 NA 0.46 NA 124 19 126 19 100 0.99
"15" "tutu" 4391 0 0 1 NA 3153 104 3152 122 100 1.39
