"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0 0 1 NA 13 6 12 4 100 2.77
"2" "kukd" 95 0 0 1 NA 45 9 45 9 100 2.11
"3" "kuku" 324 0 0 1 NA 135 15 132 15 100 2.4
"4" "pkd" 175 0 0 1 NA 55 11 56 9 100 3.18
"5" "pku" 266 0 0 1 NA 100 17 100 14 100 2.66
"6" "pp" 1883 0 0 1 NA 304 26 303 24 100 6.19
"7" "tdkd" 33 0 0 1 NA 10 4 10 4 100 3.3
"8" "tdku" 15 0.01 NA 0.99 NA 5 3 4 2 100 3
"9" "tdp" 101 0 0 1 NA 50 9 51 9 100 2.02
"10" "tdtd" 38 0 0 1 NA 17 7 17 7 100 2.24
"11" "tukd" 23 0.1 NA 0.93 NA 15 6 14 6 100 1.53
"12" "tuku" 0 1 NA 0.84 NA 0 0 0 0 100 NA
"13" "tup" 104 0 0 1 NA 46 10 45 9 100 2.26
"14" "tutd" 15 0.2 NA 0.85 NA 11 5 11 4 100 1.36
"15" "tutu" 236 0 0 1 NA 164 15 163 15 100 1.44
