"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.07 NA 0.97 NA 9 3 9 3 100 1.67
"2" "kukd" 104 0 0 1 NA 70 13 70 13 100 1.49
"3" "kuku" 613 0 0 1 NA 399 35 398 38 100 1.54
"4" "pkd" 187 0 0 1 NA 127 13 127 11 100 1.47
"5" "pku" 722 0 0 1 NA 499 55 501 49 100 1.45
"6" "pp" 1764 0 0 1 NA 1375 49 1372 48 100 1.28
"7" "tdkd" 16 0.59 NA 0.48 NA 16 4 17 4 100 1
"8" "tdku" 39 0.01 NA 1 NA 19 7 19 6 100 2.05
"9" "tdp" 298 0.02 NA 0.98 NA 254 27 257 13 100 1.17
"10" "tdtd" 21 0.85 NA 0.2 NA 26 5 26 4 100 0.81
"11" "tukd" 26 0.66 NA 0.38 NA 29 7 28 6 100 0.9
"12" "tuku" 0 1 NA 0.69 NA 1 1 0 0 100 0
"13" "tup" 177 0.04 NA 0.96 NA 141 22 142 21 100 1.26
"14" "tutd" 62 0.4 NA 0.61 NA 57 14 56 13 100 1.09
"15" "tutu" 1075 0 0 1 NA 768 53 768 48 100 1.4
